"region","avg_median_sale_price"
"Otero County, NM",231357.230769231
"Pickens County, AL",178430.952380952
"Lawrence County, AL",204305
"Humboldt County, CA",444005
"Allegany County, NY",116355.555555556
"Walthall County, MS",180010
"St. Lawrence County, NY",119944.96875
"Franklin County, TX",326010
"Bandera County, TX",346000
"Wichita County, KS",165652.75
"Crawford County, PA",163225
"Iowa County, WI",247135.185185185
"Gallatin County, KY",193220
"Cass County, IN",129966.053571429
"Whatcom County, WA",558303.13
"Weber County, UT",392047.03
"Clinton County, OH",206770.689655172
"Baxter County, AR",255543.75
"Mississippi County, AR",121959.97826087
"Morrow County, OR",307819.954545455
"Huntington County, IN",179238.058823529
"Hunterdon County, NJ",480316.346153846
"Falls Church, VA",849993.576923077
"Indian River County, FL",359491.928571429
"Orange County, CA",1045055
"Sumter County, GA",269150
"Walsh County, ND",170000
"Big Stone County, MN",160350
"Cedar County, NE",137580
"Washington County, KY",216090
"Pepin County, WI",227045.454545455
"DeKalb County, GA",326085.102040816
"Ellis County, TX",413370.733333333
"Kalkaska County, MI",268814.285714286
"Belknap County, NH",410318.08
"Alexander County, NC",255250
"Catawba County, NC",273589.948979592
"Chautauqua County, KS",94450
"Fairfield County, OH",295223.58974359
"Harrison County, MO",467327.777777778
"Oldham County, KY",369714.824324324
"Lewis & Clark County, MT",440853.75
"Henry County, IL",153585.742857143
"Price County, WI",170130.952380952
"San Joaquin County, CA",449369.791666667
"Faulkner County, AR",241220.5
"Aroostook County, ME",144893.887096774
"Iberia Parish, LA",150524.44
"Kings County, CA",323291.034482759
"Genesee County, MI",188237.820512821
"Erie County, PA",249304.80952381
"Nolan County, TX",152155
"Lincoln County, SD",313102.475609756
"Santa Rosa County, FL",372698.177083333
"Morehouse Parish, LA",120470
"Smith County, TX",306412.988888889
"Greenup County, KY",201011.363636364
"Martin County, KY",118171.428571429
"Putnam County, IN",225670.967741935
"Meeker County, MN",241708
"San Francisco County, CA",1384875.72916667
"Gilliam County, OR",238605.157894737
"Rowan County, KY",204357.142857143
"Sussex County, NJ",333659.738095238
"Jennings County, IN",175493.181818182
"Randolph County, IL",129188.413043478
"Yuba County, CA",390150
"Caldwell County, TX",312818.47826087
"DeSoto County, MS",280439.166666667
"Custer County, ID",406557
"Bowie County, TX",196563.148148148
"Henry County, GA",320734.864864865
"Jackson County, AL",200926.086956522
"Ouachita Parish, LA",194980.769230769
"Seminole County, GA",170291.666666667
"Oliver County, ND",142000
"Reynolds County, MO",170671.428571429
"Ada County, ID",483072.18
"Meade County, KY",255311.666666667
"Martin County, TX",351918.3
"Seneca County, NY",174248.076923077
"Charles Mix County, SD",143025
"Union County, IN",154594.722222222
"Seward County, KS",162219.565217391
"Pulaski County, VA",244305.172413793
"Ringgold County, IA",166059.523809524
"Anderson County, KS",149372.5
"St. Francois County, MO",173986.538461538
"Muhlenberg County, KY",126073.80952381
"Henry County, VA",127171.907407407
"Lake County, IL",293539.2
"Herkimer County, NY",146055.517241379
"Cass County, IA",134325
"Woodward County, OK",68230.7692307692
"Sarpy County, NE",297681.75
"Volusia County, FL",315366.5
"Murray County, GA",262909.523809524
"Burke County, GA",225627.272727273
"Montezuma County, CO",348884.615384615
"Seward County, NE",259307.692307692
"Grant County, KS",161525.55
"Scott County, AR",123604.761904762
"Clinton County, IA",150163.157894737
"Washtenaw County, MI",362315.536585366
"Iroquois County, IL",119495.833333333
"Putnam County, GA",364497.097222222
"Deuel County, SD",228283.333333333
"McHenry County, IL",263714.55
"Saratoga County, NY",371788.32
"Perry County, KY",149760.714285714
"Columbiana County, OH",141414.934210526
"Knox County, MO",99100
"Mercer County, ND",176976.785714286
"Sawyer County, WI",308229.321428571
"Alameda County, CA",948717.69
"Washoe County, NV",523555.29
"Upson County, GA",186686.318181818
"Lee County, AR",74110.8333333333
"Greene County, VA",385135
"Warren County, OH",319505.279069767
"Carroll County, NH",438292.211111111
"Hart County, GA",293950
"Millard County, UT",277175
"Codington County, SD",308220.666666667
"Harris County, TX",294827.24
"East Carroll Parish, LA",149100
"Oconto County, WI",228038.461538462
"Fort Bend County, TX",317782.477777778
"Marshall County, TN",288935.666666667
"Wayne County, MI",185714.397959184
"Black Hawk County, IA",204267.276595745
"Oceana County, MI",242163.6
"Wilkes County, GA",149200.095238095
"Douglas County, MN",317157.666666667
"Currituck County, NC",462482.184210526
"Van Buren County, IA",108820
"Douglas County, WA",491660
"Wilson County, KS",98747.8260869565
"Wise County, VA",113045.363636364
"Mariposa County, CA",399148.148148148
"Beaverhead County, MT",361178.043478261
"Marinette County, WI",169966.666666667
"Chariton County, MO",122863.928571429
"Halifax County, NC",156568.181818182
"Bay County, MI",149128.743589744
"Mercer County, NJ",318325.5
"Sterling County, TX",258737.5
"Sabine County, TX",235365.625
"Cassia County, ID",300041.826923077
"Douglas County, KS",269342.391304348
"Lubbock County, TX",246501.62244898
"Ventura County, CA",782919
"Cherokee County, IA",142656.25
"Pocahontas County, IA",102560
"Twiggs County, GA",172411.111111111
"Jewell County, KS",64833.3333333333
"St. Bernard Parish, LA",240437.5
"Brown County, WI",279853.06
"Rice County, KS",124870
"Murray County, OK",174018.181818182
"Cook County, MN",470532.5
"Orleans County, VT",277104.569444444
"Kimble County, TX",492750
"McKean County, PA",112345.185185185
"Jefferson County, AR",120250
"Greensville County, VA",170042.857142857
"Holmes County, FL",173348
"Montmorency County, MI",196010
"Shelby County, IA",179450
"Platte County, MO",336053.756410256
"Lancaster County, PA",286962.14
"Logan County, ND",79142.8571428571
"Lander County, NV",260444.444444444
"Mineral County, MT",497971.428571429
"Bullock County, AL",138687.5
"Richmond County, NY",661668.5
"Miami County, OH",198541.447368421
"Howard County, NE",196571.428571429
"Mason County, WA",411401.285714286
"Hardin County, TX",250737.619047619
"Crockett County, TX",166391.666666667
"Bond County, IL",130666.666666667
"Glades County, FL",275704.772727273
"Cherokee County, TX",244962.047619048
"Ramsey County, ND",205110
"Cuyahoga County, OH",211184.9
"St. Joseph County, IN",237237.945652174
"Dickinson County, IA",403733.191489362
"Taney County, MO",262066.654761905
"Jackson County, MI",157288.75
"Loudon County, TN",450665.625
"Floyd County, IN",235456.666666667
"Williamsburg County, SC",195309.523809524
"Boone County, MO",246924.75
"Glynn County, GA",380650.816326531
"Gosper County, NE",335321.428571429
"Edgecombe County, NC",147388.461538462
"Jasper County, IA",186476.923076923
"Lewis County, WA",425225.888888889
"Terrell County, GA",94966.6666666667
"McLean County, IL",190378.16
"Muskogee County, OK",156696.875
"Floyd County, VA",300359.5
"Guernsey County, OH",139617
"Midland County, TX",327422.934782609
"Georgetown County, SC",410237.5
"Pickens County, SC",264763.533333333
"Natrona County, WY",272958.583333333
"Broadwater County, MT",527952.380952381
"Christian County, MO",287349.732142857
"Ozaukee County, WI",373700.986842105
"Charleston County, SC",508677.91
"Dooly County, GA",205006.25
"Davidson County, TN",420151.84
"Calhoun County, GA",135000
"Gratiot County, MI",137665.037037037
"Ashe County, NC",353335.9375
"Kane County, IL",293660
"Madison County, IA",224809.615384615
"Perry County, IL",101572.727272727
"Brown County, KS",114445
"Bedford County, PA",150477.363636364
"Van Zandt County, TX",301637.5
"Tallapoosa County, AL",380065.287878788
"Oscoda County, MI",133703.846153846
"Greenlee County, AZ",207500
"Warren County, IA",276949.516129032
"Williamson County, TN",669685.702380952
"Los Angeles County, CA",818238.36
"Laurens County, GA",205284.090909091
"Reagan County, TX",166000
"Ida County, IA",130100
"Orange County, FL",388145.41
"Grant County, IN",114500.364864865
"Washita County, OK",117824.380952381
"Jasper County, IL",103265.909090909
"Clay County, TN",286050
"Woodson County, KS",57928.5714285714
"Rice County, MN",302348.487804878
"Lumpkin County, GA",406137.5
"Oakland County, MI",308562.891304348
"Madera County, CA",362104.117647059
"Rockbridge County, VA",260598.076923077
"Clark County, KY",215419.642857143
"Mountrail County, ND",234888.235294118
"Laclede County, MO",194812.962962963
"Sherman County, KS",142587.5
"Gwinnett County, GA",377487.47
"Cherokee County, NC",283431.481481481
"Wallowa County, OR",395500
"Clay County, AR",82425
"Caledonia County, VT",246674.264705882
"Coos County, NH",263020.282051282
"Custer County, CO",498771.428571429
"Adair County, MO",159156.25
"Chautauqua County, NY",164577.708333333
"Campbell County, TN",303605.769230769
"Uvalde County, TX",232261.904761905
"Camas County, ID",256062.375
"Haywood County, TN",175510
"Bleckley County, GA",167430.05
"Warren County, IL",94849.2380952381
"Grenada County, MS",191440
"St. Charles Parish, LA",241033.672413793
"Beaver County, UT",213572.222222222
"Schley County, GA",328125
"Kenton County, KY",235930.49
"Richland County, ND",181356.956521739
"Langlade County, WI",169276.785714286
"Passaic County, NJ",456996.9
"Madison County, NE",241826.086956522
"Johnson County, IA",279477.926829268
"Craig County, VA",213593.75
"Loudoun County, VA",645983.847826087
"La Crosse County, WI",264035.697674419
"Pulaski County, GA",194870.047619048
"Crawford County, GA",218095.238095238
"Alachua County, FL",275101.93877551
"Suffolk County, NY",541369.99
"Rusk County, WI",179100
"Dawson County, GA",403411.774193548
"Hand County, SD",192933.333333333
"Tishomingo County, MS",249719.5
"Cleveland County, AR",183145
"Harper County, OK",250000
"Teton County, WY",2734884.61538462
"Cole County, MO",219988.157894737
"Kootenai County, ID",533342.583333333
"Allen County, OH",154770.375
"Lane County, OR",411246.91
"Harrison County, MS",226960.05
"Richmond County, NC",159300
"Madison County, VA",365069.95
"Roberts County, TX",137975
"Monterey County, CA",809469.387755102
"Dickey County, ND",68475
"Fayette County, OH",211937.037037037
"Runnels County, TX",139392.857142857
"Garland County, AR",229751.428571429
"Snohomish County, WA",649137.17
"Clark County, SD",142050.833333333
"Jackson County, OR",378247.4
"Kanabec County, MN",252715
"Payne County, OK",225987.685185185
"Atascosa County, TX",257646.826086957
"Bryan County, GA",357663.205882353
"Roberts County, SD",158482.875
"Kaufman County, TX",342975.883333333
"Daviess County, IN",173471.380952381
"Washington County, FL",205595.238095238
"Suffolk County, MA",789643.9
"Brown County, MN",205360.782608696
"St. Clair County, MI",200308.625
"Towns County, GA",405987.931034483
"Boulder County, CO",696514.95
"Roosevelt County, NM",179340.476190476
"Benton County, AR",334304.510204082
"Lewis County, MO",162142.857142857
"Llano County, TX",489194.423913043
"Scott County, KY",291983.425
"Wadena County, MN",221932.956521739
"Hanover County, VA",391515.2375
"Wright County, MN",327191.768292683
"Yakima County, WA",346145.87804878
"Rankin County, MS",236088.157894737
"Skagit County, WA",520824.65625
"Kerr County, TX",357328.947368421
"Craven County, NC",262895.174418605
"Sumter County, FL",290721.710526316
"Henry County, KY",230129.5
"Jefferson Davis Parish, LA",175582.380952381
"Mathews County, VA",369723.913043478
"Outagamie County, WI",258893.333333333
"Charlevoix County, MI",758936.979166667
"Ottawa County, MI",346155.678571429
"Colleton County, SC",343532.236842105
"Nodaway County, MO",182014.583333333
"Tama County, IA",146076.19047619
"DeKalb County, MO",196454.545454545
"Vance County, NC",214192.083333333
"Garrard County, KY",243850
"Tillamook County, OR",565056.073170732
"Washington County, NE",313378
"Butler County, KY",207650
"Amite County, MS",203215
"Osceola County, MI",164139.130434783
"Hancock County, IL",106895
"Bee County, TX",162309.045454545
"Scott County, TN",207632.5
"Henry County, AL",236400
"Richland County, OH",169654.3625
"Wasco County, OR",386764.285714286
"Gibson County, TN",192234
"Ozark County, MO",248963.636363636
"Snyder County, PA",213795
"Potter County, PA",144238.095238095
"Morgan County, WV",278621.428571429
"Tate County, MS",274109.523809524
"Livingston County, IL",130587.142857143
"Aiken County, SC",236802.895348837
"Hudspeth County, TX",171000
"Union County, SD",336677.87037037
"Simpson County, KY",237259.523809524
"Lee County, NC",294831.953125
"Frederick County, MD",427700.265957447
"Camp County, TX",231644.85
"Centre County, PA",321140.021276596
"Guadalupe County, TX",322434.769230769
"Lunenburg County, VA",138426.35
"Plymouth County, MA",516377
"Boundary County, ID",407221.522727273
"Chattooga County, GA",177820.75
"Westmoreland County, VA",305676.333333333
"Marshall County, AL",283873.205882353
"Independence County, AR",171659.523809524
"Kennebec County, ME",260242.375
"Caroline County, MD",276583.924242424
"Culberson County, TX",171500
"Goshen County, WY",205988.636363636
"Mason County, IL",86917.3076923077
"Jessamine County, KY",306135.363636364
"Mendocino County, CA",546453.125
"Miner County, SD",115093.75
"Jeff Davis County, GA",230403.75
"Radford, VA",267756
"Garvin County, OK",170660
"Chester County, PA",431441.55
"Cocke County, TN",258533.3125
"Jasper County, IN",236470.37037037
"Butte County, ID",257375
"Lancaster County, VA",417823.076923077
"Winchester, VA",353739.297297297
"Foster County, ND",250487.5
"Santa Clara County, CA",1337171.04
"Shelby County, OH",182357.323529412
"Andrews County, TX",242504.409090909
"Washington County, OR",518915.73
"Webster County, NE",131400
"Lee County, IA",105895.833333333
"Randolph County, IN",99950
"Whiteside County, IL",113769.444444444
"Red Willow County, NE",104333.333333333
"Gillespie County, TX",594590.735294118
"Custer County, MT",171625
"Fulton County, AR",168185
"Waynesboro, VA",295283.228571429
"Strafford County, NH",392830.97
"Crittenden County, KY",121297.5
"Racine County, WI",223282.585365854
"Marion County, MS",140926.19047619
"Schuyler County, NY",243415.909090909
"Lincoln County, KS",151070
"Freeborn County, MN",186395.013157895
"Dale County, AL",164800.925925926
"Montgomery County, IL",110204.545454545
"Gasconade County, MO",166465
"Yavapai County, AZ",482552.9
"Kenai Peninsula Borough, AK",321628.378378378
"Johnson County, IL",211426.571428571
"Cumberland County, NJ",187429.761904762
"St. Tammany Parish, LA",271925.011904762
"Pershing County, NV",177071.428571429
"Franklin County, NY",160932.352941176
"Morris County, TX",168262.5
"Sarasota County, FL",451406.82
"Kiowa County, OK",104250
"Virginia Beach, VA",417772.75
"Delaware County, PA",283790.96
"Wayne County, IN",124274.740740741
"Allen Parish, LA",162266.666666667
"Lenawee County, MI",200499.102564103
"Hillsborough County, NH",410597.65
"Duchesne County, UT",279979.310344828
"McDonald County, MO",222775
"Lyon County, IA",188277.777777778
"Staunton, VA",263455.926470588
"New Hanover County, NC",431852.885416667
"Yancey County, NC",367557.142857143
"Mono County, CA",886361.761904762
"Plaquemines Parish, LA",330193.888888889
"Cass County, MN",380317.467741935
"Union County, FL",276627.5
"Rutherford County, NC",277084.418918919
"Jackson County, FL",192311.05
"Marshall County, SD",300750
"Weston County, WY",107500
"King & Queen County, VA",283162.5
"Winn Parish, LA",150000
"Waldo County, ME",326382.055555556
"Washington County, CO",248442.857142857
"Blount County, AL",224665
"Washington Parish, LA",149380
"Montgomery County, PA",363049.61
"Dolores County, CO",312200
"Baldwin County, GA",276095.714285714
"McMinn County, TN",263784.523809524
"Keith County, NE",204428.571428571
"Grant County, KY",229225
"Lac qui Parle County, MN",190535.3
"Allen County, KY",213872.727272727
"De Witt County, IL",137167.391304348
"Wakulla County, FL",270465.625
"White Pine County, NV",207745.142857143
"Rush County, IN",143582.596153846
"DeKalb County, TN",336621.476190476
"Montgomery County, VA",333939.142857143
"Decatur County, IA",129514.285714286
"Tuolumne County, CA",403618.055555556
"Monroe County, MS",207500
"Prowers County, CO",214778.260869565
"Moultrie County, IL",105945.454545455
"Butte County, CA",371738.806818182
"St. Clair County, AL",278316.351851852
"Moore County, NC",353647.902439024
"Chesapeake, VA",322779.6
"Howard County, MD",506688.80952381
"Coal County, OK",119164.705882353
"Hanson County, SD",207014.285714286
"Upshur County, TX",243364.4
"Jefferson County, FL",322905.952380952
"Marshall County, KS",180557.142857143
"LaMoure County, ND",139341.666666667
"Columbia County, NY",514777.051282051
"Kendall County, TX",522590.620689655
"Webster County, MS",33000
"Noxubee County, MS",118950
"Marion County, SC",116297.454545455
"Calhoun County, MI",179554.6875
"Monroe County, FL",922266
"Kent County, MD",313225
"McCormick County, SC",371030
"Smyth County, VA",156826.19047619
"Richmond City County, VA",364491.43
"Howard County, MO",233305.555555556
"Alpine County, CA",507595.839285714
"Westmoreland County, PA",193004.39
"Chowan County, NC",249283.333333333
"Green Lake County, WI",243859.375
"Rusk County, TX",220226.086956522
"Calhoun County, IA",180357.142857143
"Crawford County, MO",176480.434782609
"Otsego County, MI",238259.387096774
"Cheyenne County, NE",100100
"Knox County, TX",102104.1875
"Taylor County, KY",181200.47826087
"Ripley County, MO",134512.6
"Wabash County, IL",99811.1111111111
"Blount County, TN",376160.714285714
"Lincoln County, ID",350727.272727273
"Cooper County, MO",198890.909090909
"Talladega County, AL",188769.558823529
"Owen County, KY",161056.818181818
"Douglas County, SD",130000
"Marquette County, WI",218658
"Avoyelles Parish, LA",154800
"Rio Arriba County, NM",293904.761904762
"Hopkins County, TX",258447.727272727
"Augusta County, VA",302985.5
"White County, IN",207559.08
"Clay County, FL",295655.755555556
"Phelps County, MO",199254
"Cayuga County, NY",160331.4
"Brevard County, FL",351305.54
"Ingham County, MI",170393.25
"Audrain County, MO",127372.727272727
"Granite County, MT",689270
"Fillmore County, NE",158888.888888889
"Love County, OK",248148
"Brooks County, TX",115462.5
"Hickman County, KY",87218.75
"Pulaski County, IL",71175
"Bon Homme County, SD",128445
"Hettinger County, ND",119543.75
"Pulaski County, IN",177700
"Saline County, AR",253922.966666667
"Madison County, KY",276463.162790698
"Coke County, TX",137833.333333333
"Pittsylvania County, VA",244817.391304348
"Montgomery County, KS",89372.7272727273
"Greenville County, SC",314575.22
"Polk County, TX",225151.451612903
"Morgan County, OH",182854.347826087
"La Paz County, AZ",393294
"Calloway County, KY",222372.580645161
"Wexford County, MI",208783.571428571
"Traverse County, MN",96564.2857142857
"Cleburne County, AR",255156.107142857
"Allamakee County, IA",167160
"Victoria County, TX",226192.121212121
"Danville, VA",138441.0625
"Montgomery County, NC",274485.619047619
"Jefferson County, ID",427080
"Litchfield County, CT",278693.75
"Shannon County, MO",174033.333333333
"Burke County, ND",69350
"Montgomery County, IN",171569.352941176
"Polk County, FL",290475.89
"Ellsworth County, KS",143045
"Blaine County, OK",140214.285714286
"Shoshone County, ID",293194.827586207
"Defiance County, OH",159136.375
"Washington County, MS",142770.652173913
"Isanti County, MN",281787.5
"Washington County, IL",140885
"Carbon County, MT",543082.3
"Moore County, TX",190165
"Zavala County, TX",154071.428571429
"Penobscot County, ME",241169.214285714
"Montgomery County, TX",326499.12
"Fulton County, IL",95186
"Iosco County, MI",167704.454545455
"Okaloosa County, FL",391248.134146341
"Washakie County, WY",204828.571428571
"Sevier County, UT",293965.151515151
"Atlantic County, NJ",285994.2
"Washington County, RI",511284.125
"Luna County, NM",170487.5
"Hopewell, VA",201427.272727273
"Jackson County, AR",96495.2380952381
"Johnston County, NC",307045.433333333
"Iron County, WI",219424
"Bath County, KY",148023.80952381
"Scott County, MN",348018.180851064
"Athens County, OH",166971.428571429
"Martin County, NC",128793.75
"Dyer County, TN",175374
"Knox County, KY",169693.47826087
"Shackelford County, TX",170250
"Hot Spring County, AR",169216.666666667
"Hillsborough County, FL",346281.42
"Adams County, WA",305582.5
"Little River County, AR",202187.5
"Claiborne County, MS",148933.333333333
"Cass County, NE",281872.413793103
"Bastrop County, TX",371200.019230769
"Palm Beach County, FL",453391.9
"Forsyth County, GA",513017.095238095
"Wasatch County, UT",1098135.2125
"Cameron County, PA",56875
"Jackson County, MO",238417.96
"Brown County, IN",354520.681818182
"Benton County, TN",198575
"Benton County, IA",177829.62962963
"Northampton County, PA",289709.72
"Jefferson County, KY",226789
"Walton County, GA",343585.161290323
"Macon County, IL",125504.411764706
"Grant County, OR",242604.888888889
"Wilkin County, MN",164159.090909091
"Gloucester County, NJ",276626
"New Castle County, DE",284854.49
"Fairfax City County, VA",618879.75
"Anoka County, MN",309200.73
"Monroe County, MO",156604.545454545
"Nassau County, FL",456303.135416667
"Newton County, TX",205570
"Ulster County, NY",351726.458333333
"Coles County, IL",116779.225806452
"Marion County, MO",140067.1875
"Bryan County, OK",243383.333333333
"Dixon County, NE",158200
"Tyrrell County, NC",166750
"Ward County, TX",214109.090909091
"Comanche County, OK",177803.859375
"Frio County, TX",188917.5
"Larue County, KY",217270
"Franklin County, IN",293045
"Craig County, OK",170462.2
"Roseau County, MN",181321.428571429
"Lyon County, KS",169832.608695652
"Madison County, TX",255894.95
"Castro County, TX",196962.5
"Pottawattamie County, IA",220255.434782609
"Sullivan County, NY",241994.217948718
"Fluvanna County, VA",323169.571428571
"Sumter County, AL",199916.666666667
"Sonoma County, CA",734325
"Caldwell County, MO",193816
"Hernando County, FL",273366.644736842
"Gallatin County, IL",121604.384615385
"Perry County, IN",142516.666666667
"Brunswick County, NC",385349.61627907
"Tallahatchie County, MS",190806.833333333
"Somerset County, ME",209603.967741935
"Macon County, NC",341231.428571429
"Oklahoma County, OK",223978.52
"Clinton County, IL",178917.391304348
"Posey County, IN",183713.5
"Hardin County, KY",241447.923076923
"Shelby County, IL",124518
"Van Buren County, AR",148390.771428571
"Madison County, MO",153869.047619048
"Arenac County, MI",142126.086956522
"Jo Daviess County, IL",249714.565789474
"Pamlico County, NC",327642.120689655
"Wake County, NC",448791.71
"Turner County, SD",247716.666666667
"Rawlins County, KS",71000
"Geauga County, OH",316906.944444444
"Muskegon County, MI",214909.375
"Stanislaus County, CA",402391.195652174
"Accomack County, VA",324414.833333333
"Nelson County, KY",257064.516129032
"Montague County, TX",237702.380952381
"Grundy County, IA",171962.5
"Lynchburg, VA",244021.846938776
"Grayson County, TX",309101
"Lowndes County, GA",235185.416666667
"Queen Anne's County, MD",491803.914634146
"Adair County, IA",178774.761904762
"Letcher County, KY",116261.904761905
"Gaines County, TX",250575
"York County, ME",445334.382978723
"Carbon County, UT",234750
"Eastland County, TX",159810.80952381
"Allen County, KS",100789.45
"Musselshell County, MT",300442.80952381
"Alamance County, NC",271948.882978723
"Baraga County, MI",158063.095238095
"Crawford County, OH",125832.258064516
"Candler County, GA",196094.444444444
"Hughes County, OK",134118.888888889
"Lipscomb County, TX",118094.444444444
"Hancock County, GA",375025
"Pushmataha County, OK",219605
"Gates County, NC",215215
"Pike County, IL",90827.7777777778
"Humboldt County, NV",325606.25
"Brunswick County, VA",247835
"Denton County, TX",445796.234042553
"Arlington County, VA",745441.43902439
"Elmore County, ID",308628.553571429
"Plumas County, CA",353345.238095238
"Harrison County, IN",225825
"Livingston County, KY",159978.043478261
"Cleveland County, NC",238347.138888889
"Cleburne County, AL",247715
"Webster County, IA",127214.285714286
"Pierce County, WI",353451.636363636
"Bates County, MO",181590.909090909
"Honolulu County, HI",963697.743589744
"Kingman County, KS",126695
"Macon County, AL",112590
"Steuben County, NY",168355.919354839
"Alger County, MI",178000
"Daggett County, UT",334041.666666667
"Prince Edward County, VA",256202.380952381
"Bell County, TX",295498.829787234
"Cattaraugus County, NY",184069.768292683
"Grand County, CO",743153.414634146
"Gallia County, OH",168085.714285714
"Wayne County, IL",105559.523809524
"Warren County, IN",186540
"Page County, VA",255742.03125
"Otter Tail County, MN",263654.294117647
"Kendall County, IL",300580.934782609
"Monroe County, AR",95386.7222222222
"Linn County, MO",136035.714285714
"Harlan County, KY",99115
"Burleigh County, ND",308746.428571429
"Placer County, CA",580456.29
"Colorado County, TX",270245
"Lyon County, MN",203633.366666667
"Pennington County, MN",307870.363636364
"Montgomery County, AR",214882.608695652
"Seminole County, OK",132375
"Jim Hogg County, TX",99250
"Lafayette County, MS",354126.269230769
"Livingston County, MO",115063.636363636
"Shelby County, TX",268069.117647059
"Washington County, TN",279645.072916667
"Buchanan County, IA",166622.395833333
"Newaygo County, MI",210996.62
"Wallace County, KS",235000
"Jackson County, MS",214538.56097561
"Texas County, MO",373225
"O'Brien County, IA",149633.333333333
"Venango County, PA",99406.8461538462
"Washington County, AL",210493.75
"Val Verde County, TX",216218.333333333
"Stark County, IL",107661.111111111
"Copiah County, MS",167750
"Grant County, WA",366944.210526316
"Lake County, CA",351632.352941176
"Nicholas County, KY",170150
"Cortland County, NY",142955.513513514
"Colfax County, NM",446857.352941176
"Newton County, IN",180350.217391304
"Hooker County, NE",130000
"Gadsden County, FL",240586.956521739
"Lyon County, NV",408901.304347826
"Napa County, CA",902359.270833333
"Jefferson County, OR",344383.85483871
"Elmore County, AL",252198.839285714
"Clark County, WI",162360
"Fresno County, CA",368033.780487805
"Dunn County, WI",270977.777777778
"Jackson County, KS",168226.19047619
"Sullivan County, TN",220804.132653061
"Carroll County, MS",160500
"Cumberland County, KY",168500
"Ware County, GA",161866.666666667
"Stephens County, GA",240542.307692308
"Richmond County, GA",192501.1
"Grimes County, TX",318780
"Wells County, IN",213903.333333333
"Houston County, TX",223370
"Salem County, NJ",185807.317073171
"Cerro Gordo County, IA",163723.214285714
"Jefferson County, TX",169073.852272727
"La Salle County, TX",118227.8
"Johnson County, IN",265492.857142857
"Menominee County, WI",473311.111111111
"Providence County, RI",392213.636363636
"Jasper County, MO",191859.189655172
"Benson County, ND",184900
"Grundy County, TN",273740
"Banks County, GA",329999.772727273
"Kandiyohi County, MN",244655.947368421
"Campbell County, WY",450000
"Clinch County, GA",152544.966666667
"Keweenaw County, MI",209511.111111111
"Hughes County, SD",240333.333333333
"Jackson County, TX",203690.476190476
"Power County, ID",270371.739130435
"Monmouth County, NJ",576566.738636364
"Armstrong County, TX",224944.444444444
"Mackinac County, MI",225189.130434783
"Todd County, MN",216754.166666667
"Yadkin County, NC",225038.095238095
"Dillon County, SC",237875
"Giles County, VA",205725
"Contra Costa County, CA",754373.45
"Stoddard County, MO",141462.65
"Gilmer County, GA",397283.08
"Dodge County, NE",230647.142857143
"Palo Alto County, IA",121525
"St. Louis County, MO",269797.355263158
"Ness County, KS",142250
"Trumbull County, OH",142079.268292683
"Jackson County, IA",202750
"Otoe County, NE",211802.272727273
"Macon County, MO",150695
"Olmsted County, MN",268989.927083333
"Decatur County, IN",189159.482758621
"Lincoln County, MT",403859.523809524
"Orange County, NC",429678.34375
"Liberty County, FL",227297.263157895
"Tom Green County, TX",239025.94047619
"Otero County, CO",154919.565217391
"Newport News, VA",225557.777777778
"Butler County, IA",175422.916666667
"Wapello County, IA",112784.782608696
"Rockland County, NY",512961.734693878
"Kit Carson County, CO",209159.523809524
"Polk County, NE",152934.523809524
"St. Clair County, MO",179715
"Carroll County, AR",279496.875
"Fairfield County, CT",594981.25
"Bristol County, RI",558150.345238095
"Franklin County, ME",332002.348484849
"Matanuska-Susitna Borough, AK",397797.846153846
"Lanier County, GA",194271.739130435
"Putnam County, IL",160860
"Clearwater County, ID",259718.181818182
"Lawrence County, PA",143281.41025641
"San Augustine County, TX",299787.714285714
"Murray County, MN",163342.857142857
"Martinsville, VA",92447.6
"Lowndes County, MS",232500
"Harney County, OR",204000
"Pierce County, GA",224780
"Brazoria County, TX",326497.321428571
"Panola County, MS",213250
"Santa Cruz County, CA",1092328.125
"Johnson County, WY",371676.5
"Fayette County, KY",278355.88
"Jefferson County, TN",304390.142857143
"Marion County, TX",207924.95
"Mitchell County, GA",198731.578947368
"Sanpete County, UT",370043.47826087
"Graham County, AZ",277004.25
"Tehama County, CA",337719.642857143
"Jasper County, SC",409376.265625
"Fulton County, NY",182708.661764706
"Dunklin County, MO",105855.333333333
"Chaves County, NM",198131.081081081
"Adams County, MS",161410
"Grand Traverse County, MI",402392.180555556
"Rockingham County, NH",542205.37
"Skamania County, WA",584466.666666667
"Teller County, CO",NA
"Clarendon County, SC",294034.62
"Adams County, WI",220238.720588235
"Humphreys County, TN",224114.285714286
"Harrison County, KY",195321.043478261
"Forest County, WI",219084.090909091
"Weld County, CO",422965.88
"Harper County, KS",84602.7777777778
"Delaware County, IN",146297.375
"Daviess County, KY",197101.341463415
"Erie County, OH",225299.358974359
"Barton County, MO",122355
"Grady County, OK",208140.038461538
"Canadian County, OK",292294.25
"Washington County, OH",180621.259259259
"Polk County, WI",279014.285714286
"Duval County, FL",291997.59
"Menard County, IL",153885.434782609
"Clarke County, MS",227377.777777778
"Maui County, HI",1099658.52272727
"Marathon County, WI",208389.175
"Nez Perce County, ID",347878.289473684
